episode,timestep,reward
2482,600000,265.1323
2491,602000,262.4652
2501,604000,218.4998
2511,606000,229.6919
2520,608000,268.8159
2528,610000,266.1703
2539,612000,200.2887
2549,614000,252.8272
2555,616000,242.2742
2564,618000,265.9445
2573,620000,209.6066
2579,622000,246.2218
2585,624000,266.1489
2593,626000,266.238
2602,628000,270.8997
2610,630000,263.9807
2618,632000,224.3543
2627,634000,247.368
2636,636000,243.3997
2644,638000,263.2844
2653,640000,224.9792
2661,642000,213.5378
2670,644000,272.8234
2679,646000,204.8236
2688,648000,267.3504
2697,650000,264.9238
2705,652000,255.1956
2715,654000,275.4268
2723,656000,260.3824
2732,658000,277.1806
2741,660000,268.2256
2753,662000,227.3486
2764,664000,243.964
2773,666000,238.5137
2782,668000,275.3561
2792,670000,262.5529
2802,672000,212.0687
2812,674000,245.2808
2820,676000,241.0496
2829,678000,258.0941
2838,680000,286.2009
2850,682000,237.9746
2858,684000,253.0699
2867,686000,239.3949
2877,688000,220.2235
2887,690000,287.795
2897,692000,235.9603
2907,694000,220.07
2915,696000,252.2717
2923,698000,264.0888
2933,700000,260.9662
2942,702000,275.8724
2948,704000,262.5385
2957,706000,213.1904
2968,708000,229.613
2978,710000,272.9269
2987,712000,277.2408
2992,714000,174.3944
3002,716000,212.6354
3014,718000,161.3434
3025,720000,209.4524
3036,722000,264.6421
3047,724000,240.1886
3057,726000,231.2395
3061,728000,155.6648
3070,730000,235.5961
3080,732000,272.5729
3089,734000,286.4991
3099,736000,245.4584
3108,738000,247.3524
3117,740000,280.1534
3123,742000,279.1313
3133,744000,227.5157
3142,746000,251.0759
3147,748000,260.0815
3156,750000,274.3648
3166,752000,276.9016
3176,754000,302.3576
3185,756000,239.5099
3193,758000,243.204
3202,760000,262.3469
3212,762000,240.1989
3223,764000,252.7226
3233,766000,256.0725
3240,768000,284.7278
3250,770000,275.2954
3260,772000,258.7904
3264,774000,281.1591
3267,776000,193.8689
3269,778000,295.9871
3273,780000,267.1284
3276,782000,259.0673
3279,784000,129.3882
3283,786000,233.4092
3289,788000,219.6322
3294,790000,257.8699
3301,792000,200.7234
3305,794000,277.9667
3311,796000,212.014
3320,798000,252.9836
3326,800000,218.9122
3332,802000,247.0791
3339,804000,242.1852
3346,806000,293.1215
3353,808000,286.4225
3361,810000,276.3493
3369,812000,271.5731
3375,814000,258.2327
3381,816000,267.0711
3388,818000,247.5487
3394,820000,218.1095
3404,822000,206.4917
3410,824000,198.7643
3418,826000,241.7957
3429,828000,255.5837
3433,830000,129.1287
3441,832000,112.8463
3449,834000,228.3173
3460,836000,234.7187
3468,838000,112.6242
3481,840000,137.6947
3492,842000,185.0762
3499,844000,193.402
3508,846000,288.189
3515,848000,176.4128
3526,850000,226.6458
3532,852000,206.5839
3541,854000,217.6558
3548,856000,248.7406
3550,858000,200.0616
3558,860000,229.1546
3564,862000,135.6952
3568,864000,165.5018
3571,866000,105.4529
3577,868000,182.1605
3583,870000,258.3107
3587,872000,169.1704
3594,874000,157.4395
3606,876000,221.6032
3612,878000,275.8181
3621,880000,153.1648
3631,882000,250.018
3643,884000,148.6428
3649,886000,179.1347
3655,888000,174.7982
3660,890000,239.2624
3668,892000,210.9549
3675,894000,270.8089
3681,896000,113.8317
3691,898000,198.6344
3702,900000,132.5776
3714,902000,188.8939
3724,904000,224.5108
3736,906000,189.3685
3746,908000,199.5232
3754,910000,219.4828
3762,912000,238.37
3773,914000,184.855
3777,916000,169.4741
3787,918000,199.2244
3792,920000,276.0054
3803,922000,216.1883
3811,924000,245.6161
3822,926000,231.9466
3832,928000,243.4223
3838,930000,239.8359
3844,932000,151.2703
3852,934000,179.13
3858,936000,252.8066
3868,938000,250.9097
3879,940000,207.5388
3886,942000,210.9458
3893,944000,246.9782
3902,946000,265.1442
3909,948000,265.3338
3921,950000,197.9102
3930,952000,276.6713
3940,954000,222.0473
3950,956000,124.1161
3956,958000,242.611
3967,960000,166.27
3974,962000,260.8485
3982,964000,250.9384
3990,966000,225.4012
3992,968000,205.5329
4001,970000,261.2374
4007,972000,204.6922
4014,974000,274.107
4020,976000,208.3356
4029,978000,228.6354
4037,980000,92.0345
4045,982000,236.2869
4054,984000,253.0919
4064,986000,280.9553
4074,988000,246.8376
4082,990000,268.1536
4093,992000,244.3471
4102,994000,252.485
4114,996000,197.2958
4125,998000,193.1036
4136,1000000,209.4083
4143,1002000,240.9001
4152,1004000,221.2959
4163,1006000,186.0368
4174,1008000,231.217
4183,1010000,286.9866
4193,1012000,257.0295
4199,1014000,246.9309
4208,1016000,213.1075
4219,1018000,180.0367
4230,1020000,224.1466
4236,1022000,214.6494
4248,1024000,219.2601
4258,1026000,277.6249
4269,1028000,168.8557
4279,1030000,249.3152
4289,1032000,232.7127
4299,1034000,223.3493
4309,1036000,272.6849
4319,1038000,276.8511
4328,1040000,274.958
4335,1042000,260.7343
4346,1044000,243.6875
4357,1046000,164.9004
4363,1048000,189.1949
4369,1050000,149.7133
4378,1052000,238.294
4381,1054000,189.9626
4392,1056000,221.1039
4397,1058000,259.3114
4404,1060000,197.3465
4411,1062000,263.3445
4420,1064000,234.586
4423,1066000,219.1128
4434,1068000,189.6783
4440,1070000,210.3047
4451,1072000,264.905
4458,1074000,257.0226
4464,1076000,240.3359
4469,1078000,249.0898
4475,1080000,246.8795
4485,1082000,285.7882
4494,1084000,128.0273
4501,1086000,224.8787
4509,1088000,236.6766
4520,1090000,263.1859
4532,1092000,209.8779
4543,1094000,183.8487
4556,1096000,160.5244
4568,1098000,218.4823
4579,1100000,211.7748
4589,1102000,159.8161
4599,1104000,210.272
4611,1106000,228.6908
4621,1108000,212.6663
4628,1110000,254.5789
4641,1112000,181.6468
4648,1114000,256.0063
4661,1116000,161.4119
4672,1118000,229.7089
4682,1120000,269.9496
4687,1122000,191.4778
4697,1124000,235.415
4707,1126000,287.6821
4714,1128000,236.9557
4724,1130000,220.6069
4732,1132000,270.9436
4738,1134000,248.6643
4749,1136000,275.5726
4759,1138000,295.2093
4771,1140000,256.4302
4780,1142000,282.6463
4789,1144000,249.9855
4798,1146000,256.2619
4808,1148000,278.145
4820,1150000,214.7372
4830,1152000,256.3511
4840,1154000,246.0967
4852,1156000,219.7816
4861,1158000,268.8442
4872,1160000,283.5378
4882,1162000,250.2598
4894,1164000,256.0312
4906,1166000,259.9565
4917,1168000,208.8862
4921,1170000,86.7748
4932,1172000,281.0075
4943,1174000,270.3691
4951,1176000,278.3375
4963,1178000,172.0399
4975,1180000,197.7611
4985,1182000,204.2033
4995,1184000,179.5688
5007,1186000,167.7395
5017,1188000,193.607
5024,1190000,269.1271
5035,1192000,215.2769
5043,1194000,251.4044
5052,1196000,244.891
5063,1198000,230.7452
5072,1200000,274.3938
5080,1202000,147.2255
5089,1204000,250.5795
5099,1206000,257.5439
5110,1208000,232.9438
5115,1210000,140.0401
5120,1212000,212.0103
5123,1214000,218.694
5126,1216000,159.6621
5131,1218000,251.7579
5137,1220000,223.349
5144,1222000,239.8105
5153,1224000,198.4707
5159,1226000,208.7757
5163,1228000,224.8199
5168,1230000,123.6564
5176,1232000,264.7186
5180,1234000,208.9665
5190,1236000,124.3064
5198,1238000,269.8062
5204,1240000,203.1366
5211,1242000,280.3617
5217,1244000,228.7616
5226,1246000,274.1299
5236,1248000,266.288
5243,1250000,264.8291
5253,1252000,243.8949
5264,1254000,247.7883
5270,1256000,240.1254
5278,1258000,214.6706
5288,1260000,278.0881
5296,1262000,228.46
5306,1264000,218.0794
5318,1266000,260.438
5324,1268000,198.6952
5334,1270000,235.8177
5347,1272000,233.9949
5354,1274000,241.9609
5362,1276000,250.6409
5372,1278000,282.7456
5383,1280000,241.3702
5394,1282000,258.1092
5404,1284000,217.9592
5415,1286000,255.5539
5426,1288000,233.467
5434,1290000,254.7965
5444,1292000,240.678
5449,1294000,270.998
5456,1296000,209.5336
5466,1298000,252.4774
5475,1300000,228.6211
5485,1302000,269.7471
5495,1304000,236.3031
5507,1306000,182.7646
5514,1308000,207.0524
5523,1310000,226.9744
5532,1312000,253.4947
5542,1314000,287.6486
5553,1316000,238.8069
5561,1318000,197.2252
5570,1320000,252.2842
5581,1322000,222.6998
5592,1324000,248.58
5602,1326000,264.5889
5612,1328000,242.8509
5622,1330000,220.2664
5632,1332000,271.3716
5642,1334000,202.3026
5651,1336000,271.759
5661,1338000,246.3468
5669,1340000,274.7512
5678,1342000,247.1841
5689,1344000,208.0785
5700,1346000,209.3394
5710,1348000,253.6212
5716,1350000,149.6185
5725,1352000,268.2616
5731,1354000,226.7644
5738,1356000,238.1808
5747,1358000,197.154
5757,1360000,253.6049
5767,1362000,254.4754
5779,1364000,193.7894
