episode,timestep,reward
1238,414000,145.0118
1241,416000,72.7354
1245,418000,55.9433
1248,420000,41.3704
1250,422000,163.4818
1253,424000,98.7344
1256,426000,108.3287
1259,428000,128.0851
1262,430000,47.9936
1264,432000,122.4401
1266,434000,146.4644
1270,436000,94.8664
1272,438000,80.3732
1276,440000,110.9866
1282,442000,50.8336
1287,444000,63.2188
1290,446000,95.379
1294,448000,59.0429
1298,450000,68.0217
1301,452000,71.3013
1303,454000,75.1637
1305,456000,116.531
1307,458000,103.9777
1309,460000,109.0113
1311,462000,155.9161
1313,464000,135.8355
1315,466000,165.2146
1318,468000,42.1022
1320,470000,113.4992
1322,472000,136.9497
1325,474000,97.0719
1328,476000,109.6291
1333,478000,80.9137
1339,480000,58.1971
1341,482000,68.647
1349,484000,44.0815
1353,486000,6.2051
1356,488000,34.0552
1360,490000,80.4752
1363,492000,123.1148
1366,494000,35.9419
1370,496000,114.2151
1373,498000,63.8662
1375,500000,157.5966
1378,502000,51.4835
1381,504000,98.5142
1384,506000,104.6443
1387,508000,169.3613
1389,510000,54.4304
1391,512000,157.1147
1394,514000,108.0863
1398,516000,77.9462
1401,518000,46.121
1404,520000,101.443
1408,522000,64.4242
1410,524000,-31.8886
1412,526000,142.3516
1414,528000,57.273
1417,530000,51.5685
1420,532000,98.4553
1423,534000,80.781
1425,536000,8.0611
1429,538000,86.064
1432,540000,71.1001
1436,542000,2.1495
1439,544000,94.0267
1442,546000,91.2837
1445,548000,126.283
1449,550000,32.5745
1451,552000,149.4587
1453,554000,88.2075
1455,556000,93.8026
1457,558000,142.3686
1459,560000,43.113
1461,562000,91.775
1464,564000,57.6802
1467,566000,103.2018
1471,568000,80.0601
1473,570000,144.9994
1475,572000,45.6797
1477,574000,142.5774
1480,576000,98.8588
1482,578000,116.8066
1484,580000,59.1866
1487,582000,4.6568
1493,584000,-42.2422
1495,586000,118.0261
1498,588000,32.4757
1501,590000,91.4977
1507,592000,-101.7989
1509,594000,141.6052
1511,596000,19.4734
1517,598000,6.8229
1520,600000,-117.9834
1523,602000,-11.028
1527,604000,-1.7978
1529,606000,39.499
1531,608000,-6.5241
1535,610000,35.6374
1537,612000,104.7394
1542,614000,-30.4456
1546,616000,-40.8529
1549,618000,-20.6156
1553,620000,-90.2801
1557,622000,-53.11
1560,624000,32.631
1562,626000,102.926
1564,628000,-79.2189
1566,630000,-51.9082
1569,632000,-1.8634
1572,634000,85.0248
1576,636000,-27.3901
1581,638000,43.8178
1583,640000,11.407
1586,642000,73.6901
1588,644000,96.2087
1593,646000,30.7067
1595,648000,55.7015
1597,650000,82.4354
1601,652000,55.504
1603,654000,131.9413
1605,656000,93.4076
1609,658000,54.0015
1612,660000,8.3153
1616,662000,-98.1164
1619,664000,55.5406
1624,666000,32.6916
1628,668000,50.0127
1636,670000,-18.3566
1648,672000,23.2687
1650,674000,-13.793
1656,676000,10.3079
1658,678000,91.024
1662,680000,30.0352
1664,682000,127.3227
1666,684000,115.0809
1668,686000,81.3334
1670,688000,112.9655
1673,690000,8.5746
1675,692000,133.9971
1678,694000,31.7659
1680,696000,107.1576
1684,698000,27.8007
1688,700000,-26.0551
1691,702000,-38.7022
1693,704000,112.9126
1695,706000,129.2413
1698,708000,121.8851
1700,710000,139.8282
1704,712000,-12.8932
1706,714000,86.4396
1709,716000,72.6643
1711,718000,119.6225
1715,720000,46.8778
1721,722000,-20.2305
1724,724000,39.0507
1726,726000,119.6954
1729,728000,-5.5227
1731,730000,124.557
1733,732000,138.3716
1736,734000,71.5299
1740,736000,9.7501
1744,738000,73.7369
1748,740000,34.0079
1755,742000,-38.1672
1757,744000,28.9394
1760,746000,102.2785
1762,748000,94.0571
1765,750000,95.6916
1767,752000,121.2094
1769,754000,137.9519
1773,756000,58.0719
1775,758000,141.028
1778,760000,115.1041
1780,762000,142.1828
1784,764000,-6.048
1786,766000,142.803
1788,768000,146.0057
1790,770000,141.3993
1794,772000,13.7004
1796,774000,83.5671
1799,776000,114.4651
1801,778000,107.7928
1803,780000,129.1719
1806,782000,105.3966
1808,784000,97.3518
1813,786000,0.2537
1815,788000,170.7292
1817,790000,73.6221
1819,792000,164.8821
1821,794000,142.8615
1823,796000,161.1388
1825,798000,152.075
1827,800000,124.0287
